10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1
4,1,1,4,4,2,4,4,1,4,1,2,3,4,1,4,2,4,2,4,2,4,4,4,2,2,2,2,4,1,1,1,1,4,4,1,2,4,4,4,4,2,4,1,1,1,4,4,4,1,4,1,1,1,4,4,4,2,4,1,1,1,4,3
1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1
0,2,3,0,0,4,0,0,1,0,3,2,0,0,3,0,1,0,4,0,4,0,0,0,1,2,4,2,0,3,3,4,2,0,0,2,4,0,0,0,0,3,0,1,4,4,0,0,0,1,0,3,2,1,0,0,0,2,0,3,1,1,0,0
1.720364302,0.846196064,0.891370958,0.644090649,1.444850353,1.71242706,0.88015717,0.995479552,1.280770033,0.842160891,1.149403174,1.419595534,1.017655981,0.695354033,1.336884408,0.602374977,0.664998781,0.780250474,1.275803618,0.614894344,0.966157688,0.909141364,0.903675347,0.80992813,0.976789005,0.824126869,0.654637006,0.628533087,0.712780585,0.778930449,1.064055824,1.209773579,0.337923987,0.674760276,1.151248743,1.214473188,1.043129845,0.648318018,0.484991572,0.543129968,0.729603233,0.537241349,0.626728723,0.5206141,0.746385303,0.61168368,0.545889535,0.658123303,0.574562345,0.541680818,0.607244414,0.62960354,0.994065103,0.879369963,0.617423271,0.567558955,0.568110246,0.759228747,0.543531877,0.728449519,0.960972264,1.008633551,0.709269475,1.454335549
28,39,42,10,9,61,22,13,51,4,57,38,30,7,43,20,52,18,62,24,63,19,14,16,33,56,64,53,6,44,41,46,55,11,5,40,48,32,26,8,31,60,12,34,45,47,17,1,27,50,15,59,54,36,3,21,2,37,23,58,49,35,29,25
